7448,call,phy,,CALLUS,,"Sections show acanthosis with a cup-shaped keratin-filled depression, with preservation of the granular layer. ",88305,700,L84,,0,0,0,0,0,0,
7449,calm,met,,CAFE AU LAIT MACULE,,Sections show basal keratinocyte hyperpigmentation and slightly increased number of basal layer melanocytes.,88305,709.09,L81.3,,0,0,0,1,0,0,
7450,catc,lyt,,CUTANEOUS ADULT T-CELL LEUKEMIA/LYMPHOMA,"Correlation with other clinical, laboratory, and molecular findings is recommended for definitive subclassification and prognostication.",Sections show an infiltrate of pleomorphic lymphocytes with prominent epidermotropism within the superficial dermis and also extending in a perivascular distribution within the deeper dermis. Immunohistochemical stains reveal that the pleomorphic cells are CD3 positive T-cells that  co-express CD25.,88305,204.9,,,0,1,0,0,0,0,
7451,catsd,inf,,CAT-SCRATCH DISEASE,,Sections show zonal necrosis of the upper dermis with surrounding lymphohistiocytic inflammation and organisms in macrophages and in areas of suppuration/necrosis.,88305,78.3,A28.1,,0,0,0,0,0,0,
7452,cbn,met,,CELLULAR BLUE NEVUS,,"Sections show a cellular proliferation in the dermis composed of plump spindled melanocytes in nests and short fascicles, and admixed delicate pigmented dendritic melanocytes, within a collagenous stroma. Heavily pigmented melanophages are also seen. ",88305,216.9,D22,,0,0,0,1,0,0,
7453,cca,sqt,,CLEAR CELL ACANTHOMA,,Sections show psoriasiform epidermal hyperplasia containing pale-staining keratinocytes and overlying parakeratosis. ,88305,216.9,D23,M-80700,0,0,0,0,0,0,
7454,ccc,cys,,CUTANEOUS CILIATED CYST,,Sections show a cyst with ciliated epithelium and rare goblet cells.,88304,706.2,L92.3,,0,0,0,0,0,0,
7455,ccca,alo,,CENTRAL CENTRIFUGAL CICATRICIAL ALOPECIA,,"At the level of the isthmus, there is disruption of the normal follicular unit architecture, with fibrosis and decreased to absent sebaceous glands. Many of the remaining follicles demonstrate concentric perifollicular fibroplasia and eccentric epithelial atrophy. There is a perivascular lymphocytic infiltrate surrounding the infundibular to isthmic portions of the affected hair follicles. A periodic acid-Schiff stain was utilized in the diagnostic evaluation (and is negative for fungus).",88305%%%%88312,704.09,L92.3,,0,0,0,0,0,0,
7456,cce,deg,,CUTANEOUS CHOLESTEROL EMBOLISM,,Sections show cholesterol deposits in the blood vessels.,88305,445.89,,,0,0,0,0,0,0,
7457,cd30,lyt,,CD30 POSITIVE LYMPHOPROLIFERATIVE DISORDER,"The findings are consistent with lymphomatoid papulosis in the appropriate clinical context.  Due to the overlap of  histologic features between lymphomatoid papulosis and anaplastic large cell lymphoma (as well as cutaneous T-cell lymphoma in transformation), correlation with clinical presentation is recommended.",Sections show a dense mixed mononuclear cell infiltrate within the dermis. The infiltrate is comprised of CD3 positive small T-cells, as well as clusters of larger cells with prominent nucleoli, that express CD30 (approximately *** percent of the total population) and CD4, with *** expression of CD5. These cells are negative for ALK-1 and epithelial membrane antigen. Frequent admixed neutrophils, eosinophils," and histiocytes are also appreciated. CD8 highlights smaller admixed reactive T-cells. """,88305,238.79,,,1,0
7458,cdf,det,,CELLULAR DERMATOFIBROMA,"Certain variants of fibrous histiocytoma/dermatofibroma (atypical, cellular, aneurysmal, and deep) have an increased risk of local recurrence (approximately 25%).",Sections show a cellular proliferation of histiocytoid and spindle cells with elongated nuclei arranged in short fascicles within the dermis. REFERENCE: Calonje E et al. Cellular benign fibrous histiocytoma.  Clinicopathologic analysis of 74 cases of a distinctive variant of cutaneous fibrous histiocytoma with frequent recurrence. Am J Surg Pathol 1994;18: 668-76. ,88305,238.2,L44.1,,0,0,0,0,0,0,
